base,base,base,base,bg,peak,peak,peak,peak
51.9,0.1800432080366533,0.1516985169907476,0.1602334592668607,0.1516985169907476,0.002960585567428565,0.0035331017489792105,0.00170995050324431,0.00033130445646102044
52.0,0.1669763641400327,0.15196246787391088,0.16051950920046604,0.15196246787391088,0.002973129418199223,0.0035401011283635814,0.0017121713347902122,0.0003316394452021346
52.1,0.1804731933877065,0.15222645032344506,0.16080569675770312,0.15222645032344506,0.0029857535864878156,0.003547121392994546,0.0017143965123726846,0.00033197494240300884
52.2,0.1533783495541935,0.15249046571931102,0.16109202410528786,0.15249046571931102,0.002998458763200188,0.003554162626302217,0.001716626047380996,0.00033231094909344614
52.3,0.1706147069693335,0.1527545164833579,0.1613784944597694,0.1527545164833579,0.003011245646728797,0.0035612249121349717,0.0017188599512418835,0.00033264746630585893
52.4,0.1546625990387987,0.153018603561321,0.1616651095696288,0.153018603561321,0.00302411494305084,0.0035683083347619925,0.001721098235419696,0.0003329844950752766
52.5,0.1605074265200429,0.15328272790049308,0.16195187119305265,0.15328272790049308,0.0030370673658278767,0.0035754129788757904,0.001723340911416545,0.00033332203643935364
52.6,0.1534097801823415,0.15354689073770092,0.16223878138601355,0.15354689073770092,0.003050103636507003,0.0035825389295947923,0.0017255879907724526,0.0003336600914383777
52.7,0.1527333730314181,0.15381109305129279,0.16252584195436304,0.15381109305129279,0.003063224484423578,0.0035896862724658966,0.0017278394850655052,0.00033399866111527706
52.8,0.1696394210574445,0.15407533413110433,0.1628130530239046,0.15407533413110433,0.003076430646905555,0.003596855093467089,0.0017300954059120022,0.0003343377465156297
52.9,0.1501723864274318,0.15433961271768926,0.16310041417973303,0.15433961271768926,0.00308972286937944,0.0036040454790100523,0.0017323557649666092,0.00033467734868767023
53.0,0.1567704806404128,0.15460393047298907,0.16338792793701457,0.15460393047298907,0.0031031019054778885,0.003611257515942805,0.0017346205739225099,0.0003350174686822986
53.1,0.1719535757323058,0.1548682866731307,0.1636755944338967,0.1548682866731307,0.0031165685171489913,0.0036184912915523506,0.0017368898445115602,0.00033535810755308846
53.2,0.1712934855444135,0.1551326778818043,0.16396341110499968,0.1551326778818043,0.0031301234747672735,0.0036257468935673633,0.001739163588504442,0.0003356992663562953
53.3,0.1750800924306078,0.1553971024923954,0.1642513772236644,0.1553971024923954,0.003143767557246436,0.0036330244101608583,0.0017414418177108182,0.0003360409461508638
53.4,0.1658867782038514,0.15566156084702926,0.16453949402111398,0.15566156084702926,0.003157501552153872,0.00364032392995293,0.0017437245439794868,0.0003363831479984368
53.5,0.1556438818561097,0.15592605554914302,0.16482776499914537,0.15592605554914302,0.00317132625582698,0.003647645542013465,0.0017460117791985395,0.00033672587296336334
53.6,0.1652497990749789,0.15619058865723487,0.16511619312399933,0.15619058865723487,0.0031852424734913343,0.003654989335864897,0.0017483035352955176,0.00033706912211270787
53.7,0.1719733915953199,0.15645515873410282,0.16540477787572233,0.15645515873410282,0.0031992510193807164,0.003662355401484982,0.0017505998242375702,0.00033741289651625673
53.8,0.1682572589869685,0.15671976402473384,0.1656935184261806,0.15671976402473384,0.003213352716859051,0.0036697438293095807,0.0017529006580316092,0.0003377571972465278
53.9,0.1728335980378054,0.156984404211361,0.16598241539424405,0.156984404211361,0.0032275483985443024,0.0036771547102354752,0.001755206048724475,0.00033810202537877846
54.0,0.159948434012859,0.15724908016428926,0.16627147059674088,0.15724908016428926,0.003241838906434315,0.003684588135623195,0.0017575160084030918,0.00033844738199101425
54.1,0.170172962607519,0.15751379305337027,0.16656068616006348,0.15751379305337027,0.0032562250920347147,0.0036920441972998694,0.0017598305491946292,0.0003387932681639973
54.2,0.1594426900779312,0.15777854329784313,0.16685006347014197,0.15777854329784313,0.003270707816488815,0.003699522987562105,0.001762149683266663,0.0003391396849812542
54.3,0.1734182060349214,0.15804333074720855,0.1671396033534535,0.15804333074720855,0.003285287950709639,0.0037070245991788625,0.0017644734228273397,0.0003394866335290851
54.4,0.1920051440237161,0.15830815196121417,0.16742930335714473,0.15830815196121417,0.0032999663755140726,0.003714549125394386,0.0017668017801255385,0.0003398341148965724
54.5,0.1615480628834472,0.15857300498285848,0.1677191625221754,0.15857300498285848,0.0033147439817591685,0.003722096659931124,0.001769134767451033,0.00034018213017558837
54.6,0.1501072276050572,0.1588378952483092,0.16800918729337805,0.1588378952483092,0.0033296216704806645,0.003729667296992696,0.0017714723971346577,0.0003405306804608049
54.7,0.1701198059420808,0.1591028261311646,0.1682993820638634,0.1591028261311646,0.0033446003530337594,0.0037372611312668615,0.0017738146815484746,0.000340879766849701
54.8,0.1653696248332581,0.15936779538296236,0.16858974561567555,0.15936779538296236,0.0033596809512361696,0.0037448782579285154,0.0017761616331059358,0.00034122939044257293
54.9,0.1813857437670565,0.1596328004898805,0.16888027647664133,0.1596328004898805,0.003374864397513528,0.0037525187726427187,0.0017785132642620532,0.00034157955234254085
55.0,0.1716589350805772,0.1598978398227873,0.1691709740705713,0.1598978398227873,0.003390151635047156,0.003760182771567727,0.0017808695875135652,0.00034193025365555907
55.1,0.1687161165058083,0.1601629141203862,0.16946184020055804,0.1601629141203862,0.0034055436179242556,0.0037678703513580685,0.0017832306153991026,0.0003422814954904245
55.2,0.1514706991406072,0.1604280267033995,0.16975287926331586,0.1604280267033995,0.0034210413112905802,0.0037755816091676188,0.0017855963604993647,0.00034263327895878534
55.3,0.1789835991054363,0.16069317867437943,0.1700440934491502,0.16069317867437943,0.0034366456915056205,0.0037833166426527107,0.0017879668354372834,0.00034298560517514976
55.4,0.1458000406090777,0.16095836971120497,0.17033548353561567,0.16095836971120497,0.003452357746300346,0.003791075549975276,0.0017903420528781935,0.00034333847525689433
55.5,0.1759334378495487,0.1612236007565652,0.170627051577163,0.1612236007565652,0.003468178474937554,0.0037988584298059833,0.0017927220255300066,0.00034369189032427386
55.6,0.1697385370986625,0.16148886991465694,0.1709187968020031,0.16148886991465694,0.0034841088883749054,0.0038066653813274313,0.0017951067661433873,0.00034404585150042997
55.7,0.1746724446728514,0.16175417513523652,0.17121071829632784,0.16175417513523652,0.0035001500094306508,0.0038144965042373373,0.0017974962875119181,0.00034440035991139937
55.8,0.1929637352315543,0.16201951444517262,0.17150281523603492,0.16201951444517262,0.0035163028729521257,0.0038223518987517678,0.001799890602472282,0.0003447554166861236
55.9,0.1836560142187882,0.1622848847942062,0.17179508573266253,0.1622848847942062,0.0035325685259870814,0.0038302316656083834,0.0018022897239044287,0.00034511102295645726
56.0,0.1713351955679409,0.16255028757718998,0.17208753235580648,0.16255028757718998,0.003548948027957862,0.003838135906069709,0.0018046936647317592,0.0003454671798571783
56.1,0.1796610629984115,0.162815725419411,0.17238015891862327,0.162815725419411,0.0035654424508385356,0.003846064721926435,0.001807102437921297,0.00034582388852599577
56.2,0.157034430379012,0.16308120024472866,0.1726729685461518,0.16308120024472866,0.0035820528793349925,0.00385401821550073,0.0018095160564838664,0.0003461811501035597
56.3,0.1717469908302896,0.16334671432200473,0.17296596472193015,0.16334671432200473,0.003598780411068099,0.003861996489649585,0.0018119345334742716,0.0003465389657334696
56.4,0.1662911575437201,0.16361226767908085,0.17325914870216275,0.16361226767908085,0.003615626156759947,0.003869999647768194,0.001814357881991475,0.00034689733656228453
56.5,0.1553215188491749,0.16387786109349345,0.17355252250662836,0.16387786109349345,0.0036325912404232773,0.003878027793793327,0.0018167861151787777,0.0003472562637395313
56.6,0.1683060993048589,0.16414349609711268,0.17384608892351527,0.16414349609711268,0.003649676799554107,0.00388608103220677,0.0018192192462240025,0.0003476157484177143
56.7,0.1714599563696555,0.16440917102677577,0.1741398475602542,0.16440917102677577,0.0036668839853276776,0.003894159468038754,0.0018216572883596686,0.0003479757917523245
56.8,0.1762376048037436,0.1646748836127251,0.17443379743215928,0.1646748836127251,0.0036842139627977248,0.0039022632068714293,0.0018241002548631843,0.00034833639490184943
56.9,0.1770655222104303,0.1649406326591243,0.17472793864315064,0.1649406326591243,0.003701667911099199,0.003910392354842364,0.0018265481590570222,0.0003486975590277812
57.0,0.1826964751766318,0.16520641705548975,0.1750222713973958,0.16520641705548975,0.0037192470236544393,0.0039185470186480584,0.0018290010143089067,0.0003490592852946271
57.1,0.175931227523359,0.1654722364252969,0.17531679664812927,0.1654722364252969,0.0037369525083829403,0.0039267273055475,0.0018314588340319993,0.000349421574869918
57.2,0.1770729505242987,0.16573809148320467,0.17561151645509443,0.16573809148320467,0.003754785587914725,0.00393493332336573,0.0018339216316850854,0.00034978442892421907
57.3,0.1826305413501526,0.1660039823230181,0.17590643227272687,0.1660039823230181,0.0037727474998074184,0.003943165180497446,0.0018363894207727581,0.0003501478486311379
57.4,0.1628425579975984,0.16626990969215374,0.17620154622484444,0.16626990969215374,0.0037908394967671112,0.003951422985910636,0.001838862214845611,0.0003505118351673345
57.5,0.1742341626794855,0.16653587600141864,0.17649686211465485,0.16653587600141864,0.0038090628468730506,0.003959706849150213,0.0018413400275004215,0.0003508763897125311
57.6,0.1779292751060205,0.16680188066943286,0.17679238076941073,0.16680188066943286,0.003827418833806287,0.003968016880341724,0.001843822872380346,0.00035124151344952164
57.7,0.1516468739552703,0.167067924559087,0.17708810447710363,0.167067924559087,0.0038459087570823012,0.003976353190195037,0.0018463107631751059,0.00035160720756418094
57.8,0.1801985631139922,0.1673340097743539,0.17738403678351636,0.1673340097743539,0.003864533932287733,0.003984715890008083,0.001848803713621182,0.00035197347324547503
57.9,0.1781746481096617,0.1676001335982413,0.1776801764304207,0.1676001335982413,0.003883295691321286,0.00399310509167063,0.0018513017375020062,0.0003523403116854698
58.0,0.1783894490196653,0.1678662936739827,0.17797652253701712,0.1678662936739827,0.003902195382638879,0.0040015209076680585,0.0018538048486481536,0.0003527077240793421
58.1,0.1639859637460156,0.16813249177407724,0.1782730783692285,0.16813249177407724,0.003921234371503139,0.004009963451085204,0.0018563130609375383,0.0003530757116253883
58.2,0.1869913063222418,0.1683987285417276,0.17856984608139578,0.1683987285417276,0.003940414040237334,0.004018432835610189,0.0018588263882956095,0.0003534442755250347
58.3,0.1663341753237396,0.16866500300962198,0.17886682623532252,0.16866500300962198,0.0039597357884838275,0.004026929175538312,0.0018613448446955457,0.000353813416982847
58.4,0.1787235157642511,0.16893131588419225,0.17916402108480034,0.16893131588419225,0.0039792010334671465,0.004035452585775949,0.0018638684441584523,0.0003541831372065404
58.5,0.1797335133344258,0.16919766682720527,0.17946143185747207,0.16919766682720527,0.003998811210261754,0.004044003181844503,0.0018663972007535602,0.0003545534374069895
58.6,0.1882902690260219,0.16946405365512168,0.17975905795446734,0.16946405365512168,0.004018567772064637,0.004052581079884354,0.0018689311285984252,0.0003549243187982378
58.7,0.1897940403718448,0.16973047458892387,0.1800568992005122,0.16973047458892387,0.004038472190472812,0.004061186396658876,0.0018714702418591279,0.00035529578259750833
58.8,0.1801077862677674,0.16999692950981735,0.1803549570999173,0.16999692950981735,0.004058525955765823,0.004069819249558449,0.001874014554750472,0.0003556678300252132
58.9,0.1797455141236099,0.17026342037402908,0.18065323525166813,0.17026342037402908,0.004078730577193362,0.004078479756604526,0.001876564081536192,0.00035604046230496386
59.0,0.1871418978351247,0.17052994755681036,0.1809517356937249,0.17052994755681036,0.004099087583268113,0.004087168036453714,0.0018791188365291497,0.00035641368066358065
59.1,0.1803534422901745,0.17079651041024724,0.18125045946113572,0.17079651041024724,0.004119598522063933,0.004095884208401907,0.0018816788340915438,0.0003567874863311035
59.2,0.1773549113655962,0.17106310997167207,0.18154940929475585,0.17106310997167207,0.004140264961519455,0.004104628392388426,0.0018842440886351105,0.00035716188054080226
59.3,0.1792805438802245,0.1713297473719944,0.1818485880498924,0.1713297473719944,0.0041610884897472725,0.004113400709000208,0.0018868146146213322,0.0003575368645291863
59.4,0.1921565591416887,0.17159642139775985,0.18214799625868233,0.17159642139775985,0.0041820707153488,0.004122201279476014,0.0018893904265616427,0.0003579124395360144
59.5,0.1869150689012324,0.1718631299218875,0.18244763356115504,0.1718631299218875,0.004203213267734912,0.004131030225710687,0.0018919715390176368,0.00035828860680430614
59.6,0.1642082972080886,0.17212987508144667,0.1827475038833402,0.17212987508144667,0.004224517797452511,0.0041398876702594175,0.0018945579666012754,0.00035866536758035166
59.7,0.1879151172625786,0.17239665962736267,0.18304761178731072,0.17239665962736267,0.004245985976517148,0.004148773736342072,0.0018971497239751037,0.00035904272311372174
59.8,0.1808204028791555,0.1726634818775111,0.18334795742462015,0.1726634818775111,0.0042676194987518005,0.004157688547847522,0.0018997468258524527,0.00035942067465727834
59.9,0.1696368155389099,0.17293034221295625,0.18364854303289113,0.17293034221295625,0.004289420080132002,0.0041666322293380355,0.0019023492869976568,0.0003597992234671848
60.0,0.1900236323709769,0.1731972415406829,0.1839493713989031,0.1731972415406829,0.004311389459137344,0.004175604906053677,0.0019049571222262637,0.0003601783708029173
60.1,0.1883405751401944,0.17346417726950272,0.18425044183486167,0.17346417726950272,0.004333529397109637,0.004184606703916767,0.0019075703464052544,0.0003605581179272739
60.2,0.1604416921829117,0.17373115050647864,0.18455175737519236,0.17373115050647864,0.004355841678617731,0.004193637749536348,0.0019101889744532498,0.00036093846610638596
60.3,0.1621249189843872,0.17399816695005438,0.18485332567004684,0.17399816695005438,0.004378328111829273,0.0042026981702127115,0.0019128130213407345,0.00036131941660972835
60.4,0.1726446069235488,0.1742652280374128,0.18515515013304454,0.1742652280374128,0.004400990528889425,0.004211788093941936,0.001915442502090269,0.00036170097071013056
60.5,0.1858241294576789,0.17453233038615884,0.1854572293833466,0.17453233038615884,0.004423830786306793,0.00422090764942048,0.0019180774317767108,0.0003620831296837867
60.6,0.1729322269238801,0.17479947168572188,0.18575956313745606,0.17479947168572188,0.004446850765346679,0.0042300569660497995,0.0019207178255274333,0.0003624658948102664
60.7,0.1852450340418754,0.1750666521373886,0.1860621536496565,0.1750666521373886,0.004470052372431828,0.004239236173941001,0.0019233636985225462,0.00036284926737252564
60.8,0.1793337609781317,0.17533387128583083,0.18636500254395322,0.17533387128583083,0.004493437539550824,0.004248445403919535,0.0019260150659951153,0.00036323324865691805
60.9,0.197470469952578,0.1756011273542909,0.18666811014967974,0.1756011273542909,0.004517008224674329,0.004257684787529924,0.001928671943231389,0.00036361783995320416
61.0,0.1855532534130555,0.17586841874714515,0.18697147700449057,0.17586841874714515,0.004540766412179317,0.004266954457040523,0.0019313343455710165,0.000364003042554564
61.1,0.1789067179541767,0.17613574666978982,0.1872751064746845,0.17613574666978982,0.004564714113281465,0.0042762545454483325,0.0019340022884072807,0.00036438885775760653
61.2,0.1803150066680057,0.17640311368195272,0.18757900330896218,0.17640311368195272,0.0045888533664759585,0.00428558518648382,0.001936675787187315,0.00036477528686238185
61.3,0.183754251291761,0.17667051990377192,0.18788316984495923,0.17667051990377192,0.004613186237986785,0.004294946514615814,0.0019393548574123368,0.00036516233117239163
61.4,0.190544586417861,0.17693796396886258,0.18818760696277625,0.17693796396886258,0.004637714822224813,0.004304338665056405,0.0019420395146378744,0.00036554999199459905
61.5,0.1815265235127253,0.17720544520608283,0.18849231626721696,0.17720544520608283,0.004662441242254781,0.0043137617737659065,0.0019447297744739952,0.00036593827063944174
61.6,0.2022468895988536,0.17747296272262184,0.1887972991713575,0.17747296272262184,0.004687367650271449,0.0043232159774578395,0.0019474256525855347,0.00036632716842084173
61.7,0.2050459479394834,0.17774051326141999,0.18910255475445759,0.17774051326141999,0.0047124962280850734,0.004332701413603978,0.0019501271646923332,0.0003667166866562171
61.8,0.1710832050602629,0.17800809761327518,0.18940808617456698,0.17800809761327518,0.0047378291876164534,0.0043422182204393926,0.0019528343265694634,0.00036710682666649206
61.9,0.1893351498303637,0.17827572051108373,0.18971390056327667,0.17827572051108373,0.00476336877140176,0.004351766536967592,0.0019555471540474677,0.00036749758977610946
62.0,0.1803979777646762,0.1785433827301735,0.19002000112657214,0.1785433827301735,0.004789117253107347,0.004361346502965643,0.00195826566301259,0.00036788897731304156
62.1,0.1901978958394381,0.17881108333513646,0.19032638939219645,0.17881108333513646,0.004815076938054807,0.004370958258989383,0.001960989869407016,0.00036828099060880155
62.2,0.1919459782149254,0.17907882122461077,0.19063306675497346,0.17907882122461077,0.004841250163756486,0.00438060194637864,0.0019637197892291075,0.000368673630998454
62.3,0.1820662921731896,0.179346596185678,0.19094003553175648,0.179346596185678,0.004867639300461707,0.004390277707262504,0.0019664554385336423,0.0003690668998206273
62.4,0.1859716447818415,0.17961440965049208,0.19124729971862026,0.17961440965049208,0.004894246751713944,0.00439998568456465,0.0019691968334320533,0.0003694607984175245
62.5,0.2045781879218293,0.17988226016323067,0.19155486045838616,0.17988226016323067,0.0049210749549192115,0.004409726022008679,0.0019719439900926705,0.0003698553281349354
62.6,0.1920767068838886,0.18015014500746837,0.191862717668581,0.18015014500746837,0.004948126381925912,0.0044194988641235305,0.0019746969247409615,0.00037025049032224675
62.7,0.2009860742488846,0.18041806396649598,0.1921708738023536,0.18041806396649598,0.004975403539616445,0.004429304356248919,0.001977455653659778,0.0003706462863324553
62.8,0.1688047613298882,0.18068601988186322,0.1924793344076266,0.18068601988186322,0.0050029089705107945,0.004439142644540808,0.001980220193189596,0.00037104271752217886
62.9,0.1817952782983143,0.18095401697724767,0.1927881064515875,0.18095401697724767,0.005030645253382452,0.004449013875976952,0.001982990559728765,0.00037143978525166723
63.0,0.2095067650811621,0.1812220532911589,0.19309719075402682,0.1812220532911589,0.005058615003886894,0.004458918198362458,0.0019857667697337545,0.00037183749088481486
63.1,0.1987796823252801,0.1814901232277965,0.19340658453884346,0.1814901232277965,0.005086820875202964,0.004468855760335405,0.001988548839719402,0.0003722358357891718
63.2,0.1877967538895264,0.18175822731496608,0.19371629119262113,0.18175822731496608,0.005115265558687426,0.004478826711372501,0.001991336786259161,0.00037263482133595665
63.3,0.1866310410604912,0.18202636905718333,0.1940263171184066,0.18202636905718333,0.0051439517845430546,0.004488831201794787,0.001994130625985355,0.00037303444890006714
63.4,0.1818902672836757,0.1822945502946121,0.19433666709533554,0.1822945502946121,0.005172882322500519,0.004498869382773398,0.001996930375589425,0.00037343471986009185
63.5,0.1719447893247674,0.18256277320284003,0.19464734627911034,0.18256277320284003,0.005202059982514448,0.004508941406335343,0.001999736051822189,0.00037383563559832363
63.6,0.1994117449073335,0.1828310376098727,0.1949583575197109,0.1828310376098727,0.005231487615473984,0.004519047425369362,0.0020025476714940894,0.00037423719750077027
63.7,0.208555147308845,0.18309933823909974,0.19526969860509238,0.18309933823909974,0.005261168113928201,0.004529187593631814,0.0020053652514754566,0.0003746394069571668
63.8,0.1902851859446913,0.18336767250142627,0.19558137005406334,0.18336767250142627,0.005291104412826717,0.004539362065752598,0.002008188808696759,0.00037504226536098727
63.9,0.1823945032356662,0.18363604400879616,0.19589337863057155,0.18363604400879616,0.005321299490275917,0.00454957099724116,0.0020110183601488654,0.0003754457741094578
64.0,0.1915965496993337,0.1839044552749582,0.19620573004524866,0.1839044552749582,0.0053517563683110935,0.004559814544492509,0.002013853922883303,0.00037584993460356754
64.1,0.2039208314784046,0.18417290418940865,0.19651842543014755,0.18417290418940865,0.005382478113684974,0.004570092864793311,0.0020166955140125216,0.0003762547482480814
64.2,0.1812000848439332,0.18444138974713245,0.19683146706929516,0.18444138974713245,0.005413467838672997,0.004580406116328003,0.0020195431507101518,0.0003766602164515522
64.3,0.1966673750626986,0.18470991379608964,0.19714486014700797,0.18470991379608964,0.00544472870189573,0.0045907544581849855,0.0020223968502112713,0.00037706634062633347
64.4,0.1744155245026785,0.18497847785994675,0.1974586095714698,0.18497847785994675,0.005476263909158929,0.004601138050362848,0.0020252566298126677,0.0003774731221885901
64.5,0.2049785944490426,0.18524708179881058,0.1977727186363302,0.18524708179881058,0.005508076714311554,0.004611557053776645,0.002028122506873109,0.00037788056255831317
64.6,0.1915666369119239,0.1855157233159042,0.19808718852826374,0.1855157233159042,0.005540170420122342,0.004622011630264231,0.002030994498813606,0.00037828866315933003
64.7,0.1797329467663924,0.18578440323706094,0.19840202360736583,0.18578440323706094,0.0055725483791752555,0.004632501942592641,0.0020338726231176863,0.00037869742541931815
64.8,0.1931469492671216,0.1860531240903672,0.19871722998771757,0.1860531240903672,0.005605213994784371,0.004643028154464518,0.00203675689733166,0.0003791068507698177
64.9,0.1963420841336302,0.18632188402388483,0.19903280945604926,0.18632188402388483,0.005638170721928676,0.004653590430524608,0.002039647339064896,0.0003795169406462427
65.0,0.1971416388179311,0.18659068132622506,0.19934876399327658,0.18659068132622506,0.005671422068207251,0.00466418893636629,0.0020425439659900913,0.000379927696487895
65.1,0.191847381274811,0.18685951599508197,0.19966509734401708,0.18685951599508197,0.0057049715948154,0.0046748238385381745,0.0020454467958435497,0.0003803391197379764
65.2,0.2125716809240767,0.1871283871154248,0.1999818123957868,0.1871283871154248,0.0057388229175422125,0.004685495304550741,0.0020483558464254523,0.00038075121184360177
65.3,0.1905556683651318,0.18739729334732458,0.2002989116678537,0.18739729334732458,0.005772979707790129,0.004696203502883044,0.0020512711356001404,0.0003811639742558109
65.4,0.1700420081036579,0.18766623923573145,0.20061640362206398,0.18766623923573145,0.005807445693617099,0.0047069486029894594,0.002054192681296391,0.00038157740842958195
65.5,0.1768603155727411,0.18793523032421827,0.20093429777765814,0.18793523032421827,0.0058422246608018395,0.004717730775306505,0.0020571205015076973,0.0003819915158238445
65.6,0.1985982332464523,0.18820426531261358,0.20125259687000022,0.18820426531261358,0.0058773204539328975,0.004728550191259693,0.002060054614292552,0.00038240629790149157
65.7,0.1781120705310893,0.18847334129834306,0.20157130209303967,0.18847334129834306,0.005912736977522014,0.004739407023270458,0.0020629950377747275,0.00038282175612939346
65.8,0.2030604690967053,0.18874245793762068,0.20189041726164828,0.18874245793762068,0.0059484781971424925,0.004750301444763136,0.0020659417901435634,0.00038323789197841027
65.9,0.2046338849714693,0.18901161220715312,0.20220994357449604,0.18901161220715312,0.005984548140593259,0.004761233630171997,0.0020688948896542504,0.0003836547069234046
66.0,0.1845501320992796,0.1892808034344154,0.20252988464552424,0.1892808034344154,0.006020950899089153,0.004772203754948335,0.0020718543546281187,0.0003840722024432558
66.1,0.1851817709836277,0.18955003550036914,0.20285024870788887,0.18955003550036914,0.0060576906284783094,0.004783211995567626,0.002074820203452926,0.0003844903800208717
66.2,0.1975311866017662,0.18981930911019293,0.20317104088594323,0.18981930911019293,0.006094771550487209,0.004794258529536734,0.002077792454583149,0.0003849092411432031
66.3,0.1989212564772751,0.19008862179715164,0.20349226320038852,0.19008862179715164,0.0061321979539941725,0.004805343535401182,0.002080771126540276,0.0003853287873012555
66.4,0.2123056769013235,0.19035797085066852,0.20381391749765634,0.19035797085066852,0.006169974196332137,0.004816467192752489,0.0020837562379130955,0.0003857490199901037
66.5,0.2009801825903256,0.19062735471943665,0.2041360068543604,0.19062735471943665,0.006208104704621302,0.004827629682235544,0.0020867478073579963,0.0003861699407089048
66.6,0.20924075102297,0.1908967735234573,0.20445853609070624,0.1908967735234573,0.006246593977132703,0.004838831185556072,0.002089745853599264,0.00038659155096091154
66.7,0.1999048262338819,0.19116622795033444,0.20478151066818875,0.19116622795033444,0.0062854465846833,0.004850071885488152,0.002092750395429373,0.0003870138522534848
66.8,0.189738982889535,0.19143571998107192,0.20510493741682465,0.19143571998107192,0.006324667172063561,0.0048613519658817685,0.002095761451709292,0.00038743684609810934
66.9,0.1869140329025536,0.19170525305052782,0.20542882469707596,0.19170525305052782,0.00636426045949846,0.004872671611670487,0.002098779041368783,0.0003878605340104045
67.0,0.1977359813735655,0.19197482767464635,0.20575317802858495,0.19197482767464635,0.006404231244142639,0.004884031008879117,0.002101803183406704,0.00038828491751014005
67.1,0.2057793456146263,0.19224444135694851,0.20607799999820342,0.19224444135694851,0.006444584401610839,0.004895430344631515,0.002104833896891309,0.00038870999812124884
67.2,0.2168788428597663,0.192514090417527,0.2064032920905623,0.192514090417527,0.006485324887544475,0.004906869807158396,0.0021078712009605623,0.00038913577737184087
67.3,0.2062923871802376,0.1927837731753278,0.206729057871965,0.1927837731753278,0.006526457739215301,0.004918349585805228,0.002110915114822437,0.0003895622567942169
67.4,0.2192585483695281,0.19305348915161097,0.20705530219549867,0.19305348915161097,0.006567988077167374,0.004929869871040211,0.002113965657755228,0.0003899894379248812
67.5,0.1892793570504782,0.19332324023451652,0.20738203236728936,0.19332324023451652,0.006609921106898136,0.004941430854462293,0.0021170228491078627,0.00039041732230455793
67.6,0.1814243128038007,0.19359303172845868,0.20770925919762628,0.19359303172845868,0.00665226212057992,0.004953032728809275,0.002120086708300213,0.0003908459114782026
67.7,0.1958528185144702,0.19386286685613865,0.20803699150474592,0.19386286685613865,0.00669501649882287,0.004964675687965972,0.002123157254823405,0.000391275206995017
